image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
19-2-436-02_滝の下橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-436-02_滝の下橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,舗装にひびわれが複数見られる。防護柵に腐食、変形、コーナービームの未設置が見られる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,108,0.70404196
01-3-032-01_小高野橋_PIC095,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-032-01_小高野橋_PIC095.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,舗装にひびわれ(W=5mm未満）、伸縮装置にゴムの破損・後打ちコンクリートのひびわれ（最大W=5.0mm)・うき、地覆に鉄筋露出・うき・ひびわれ（W=0.3mm)、防護柵に表面的な腐食、排水桝の目皿に塗装の劣化、排水パイプ取付金具に著しい腐食が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,154,0.6311221
07-1-003-02__PIC152,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-003-02__PIC152.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,・主桁に鉄筋の腐食膨張によるものと推測されるうきおよび鉄筋のかぶり不足による鉄筋露出が見られる。また、広範囲に橋面からの浸透水によるものと推測され、かつ、補修不良によるものと推測される補修部のひびわれ、うきが見られる。・横桁に鉄筋の腐食膨張によるものと推測されるうきが見られる。・床版に鉄筋のかぶり不足による軽微な鉄筋露出が見られる。また、橋面からの浸透水によるものと推測されるひびわれからの遊離石灰が見られる。,206,0.8105128
08-1-004-01_吉野橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-004-01_吉野橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,・橋台に鉄筋の腐食膨張によるものと推測されるうきが見られる。・橋脚に鉄筋のかぶり不足による減肉を伴う鉄筋露出、補修部のうきが見られる。・橋台に橋座面の土砂堆積、伸縮装置部からの漏水による漏水跡が見られる。,102,0.76896465
11-3-002-01_古土手橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\11-3-002-01_古土手橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は補修手続きが必要である。",162,主桁にうき、添架物アンカーボルトの削孔跡に鉄筋露出、溝形鋼に必要面的な腐食が見られる。うきは、被り不足や中性化が原因と考えられる。前回点検からの進展は見られない。これらの損傷は、経過観察を行い、状況により補修を行う。,108,0.8538057
01-2-005-01_竹の丸上橋_PIC025,data\image_text_inspect_n10789\rank_c_images_n10789\01-2-005-01_竹の丸上橋_PIC025.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。車両通行時に速度制限が必要である。",162,舗装に欠損・段差（最大W=35mm)、伸縮装置にゴムの変形・後打ちコンクリートのひびわれ・欠損、地覆に鉄筋露出、防護柵に塗装の劣化・表面的な腐食・変形、排水桝に著しい土砂詰りが見られる。舗装の段差、排水桝の土砂詰りは、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,151,0.6444762
16-3-553-04_中津江橋_PIC011,data\image_text_inspect_n10789\rank_c_images_n10789\16-3-553-04_中津江橋_PIC011.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.8mm)・うき・鉄筋露出、横桁に表面的な腐食が見られる。これらの損傷は、局所的であり、機能低下は生じていないため、次回点検時に状況の確認を行う。前回点検：Ⅱ、N今回点検：Ⅱ、N。",145,支承のゴム材が露出し変形している。　　　　　　　　　　　必要に応じて支承の取替えが必要である。,47,0.48906803
17-2-002-01_川口橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\17-2-002-01_川口橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,橋台竪壁に鉛直方向ひびわれ(W=2.0mm)、斜め方向ひびわれ(W=0.3mm)、うき、剥離、コンクリートの表面劣化が見られる。ひびわれは、施工初期の乾燥収縮や温度、うき・剥離は、被り不足や中性化が原因と考えられる。これらの損傷に、前回点検からの進展は見られないため、次回点検時に状況の確認を行う。,149,0.7530116
02-3-014-02_田中橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-014-02_田中橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、経過観察を行い、次回点検時に状況の確認を行う。また、構造機能が totalitéである必要があるため、予防保全の観点からも対策を実施することが望ましい。",217,伸縮装置部の舗装の段差がやや大きい。　　　　　　　　歩行者の通行に支障があるため補修が必要である,48,0.5748535
18-1-123-01_遠内・和田線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-1-123-01_遠内・和田線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。局所的であるため経過観察とする。必要に応じて断面修復等の補修が必要である。また、伸縮装置部（後打ち部）からの伝い水等も原因の一つと推定される。防護柵の高さも不足しており、健全度評価「Ⅲ」とする。",200,主桁に鉄筋露出・うき、床版に鉄筋露出が見られる。鉄筋の被り不足及び中性化、コンクリートの充填不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。,96,0.7455311
4185_新田橋_PIC044,data\image_text_inspect_n10789\rank_c_images_n10789\4185_新田橋_PIC044.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.8mm)・うき・鉄筋露出、横桁に表面的な変形が見られる。ひびわれは、ASRや被り不足が原因と考えられる。前回点検から進展は見られないため、次回点検時に状況の確認を行う。対策として、伸縮装置部付近の地覆より雨水の浸透が生じているものと思われる。車両通行時の衝撃等が原因と考えられる。前回点検：Ⅱ今回点検：Ⅰ(A2,B1)",215,舗装にポットホールと路面の凹凸が認められる。防護柵のボルトナットに腐食が認められる。排水管に腐食が認められる。経過観察を行い状況に応じた対応が望まれる。,76,0.6347653
18-3-035-01_森長西経納線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-035-01_森長西経納線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",191,主桁に鉄筋露出、うき、床版、横桁に鉄筋露出が見られる。前回点検で確認された損傷箇所での進行は見られないが、新たな鉄筋露出、うきが確認された。地覆からの伝い水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,168,0.8826757
02-2-003-01_鯖地橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\02-2-003-01_鯖地橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ、うきが見られる。また、錆汁を伴う遊離石灰も見られる。前回点検から進展は見られない。局所的であり、必要に応じて断面修復等の補修が望ましい。",118,舗装のひび割れが部分的に発生している。　　　　　経年劣化によるポットホールが複数見られる。　　　　　雨水の浸透により、主桁を損傷する恐れがあるため舗装の打替えが必要である。,86,0.66719663
10-3-001-01_宮の本橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\10-3-001-01_宮の本橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,伸縮装置に目地板の変形、地覆に鉄筋露出が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,59,0.7713562
10000_釣山梶畑線８号橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\10000_釣山梶畑線８号橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出やうきが複数確認された。地覆から伝わった水分による中性化や被り不足が原因と考えられる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁、張出床版に鉄筋露出がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,46,0.5921227
03-2-005-01_神田橋_PIC093,data\image_text_inspect_n10789\rank_c_images_n10789\03-2-005-01_神田橋_PIC093.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は局部的であるため、次回点検時に状況の確認を行う。道路橋の機能に支障は生じておらず、伸縮装置からの漏水も軽微なため、経過観察とする。",215,支承に著しい腐食による膨張・層状剥離、ナットに断面欠損が見られる。アンカーボルトに欠損は見られないため、経過観察を行い、状況により補修を行う。,71,0.66854954
19-3-113-01_瀬戸橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-113-01_瀬戸橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出やうきが複数確認された。地覆から伝わった水分による中性化や外部の経年劣化に起因するものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",208,橋台にひびわれ、剥離、伸縮装置からの漏水跡が見られた。経過を観察する必要がある。,40,0.75831157
4274_平安橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\4274_平安橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁側面にひびわれやうきや鉄筋露出が認められる。ヒンジ部主桁に変形･欠損が認められる。横桁に鉄筋露出や遊離石灰(錆汁なし）の析出が認められる。構造に支障が生じる可能性があるため早期措置を対応することが望ましい。,105,0.738952
17-3-005-01_中の坪橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\17-3-005-01_中の坪橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,・主桁に板厚減少を伴う腐食が部分的に見られ、広範囲で軽微な腐食が見られる。・横桁に軽微な腐食が見られる。主桁添接部にF11Tボルトが使用されている。本点検時には異常はみらえなかったが、遅れ破壊によりボルトの破断が懸念される為、注意が必要である。,122,0.6748754
02-3-014-02_田中橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-014-02_田中橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁のひび割れ、鉄筋露出が部分的に発生している。　　　　　　　　　　　　　　　　必要に応じて補修する必要がある。,56,0.7694794
01-3-012-01_仁保市橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-012-01_仁保市橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、必要に応じて断面修復等の補修が必要である。広範囲な舗装ひびわれは、車両通行時の衝撃や地覆からの伝え水が原因と考えられる。前回点検後に舗装ひびわれ注入作業が行われているが、未補修部分が多いため、今回点検中に舗装ひびわれ注入を行った。",256,舗装に欠損・ひびわれ（W=5mm未満）、伸縮装置にゴムの剥離・変形・後打ちコンクリートの欠損、地覆にひびわれ(W=0.2mm)・鉄筋露出、防護柵に変形・表面的な腐食、排水桝に著しい土砂詰りが見られる。排水桝の土砂詰りは、維持工事等で撤去が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,152,0.63007087
09-3-005-01_潟上橋_PIC044,data\image_text_inspect_n10789\rank_c_images_n10789\09-3-005-01_潟上橋_PIC044.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査及び補修が必要である。",166,支承の腐食による膨張が見られる。アンカーボルトに断面欠損は見られない為、経過観察とする。,44,0.56715834
01-2-003-01_蔵渡瀬橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\01-2-003-01_蔵渡瀬橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。局所的であるため経過観察とする。必要に応じて断面修復等の補修が必要である。",140,主桁にひびわれ(W=0.1mm)・横締め定着部の鋼材露出・鉄筋露出、横桁に豆板・遊離石灰、間詰めに空洞・遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,96,0.69762814
01-3-036-01_八王子橋_PIC103,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-036-01_八王子橋_PIC103.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁にひびわれ（最大W=0.5mm)・うき・遊離石灰・横締め定着部の鋼材露出・後埋めモルタルの剥離・鋼材露出、横桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出・遊離石灰、横締め後埋部にうき、間詰めに遊離石灰が見られる。ひびわれに錆汁は見られず、その他の損傷と共に経過観察を行い、状況により補修を行う。,152,0.68087053
19-2-522-01_西ヶ原橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-522-01_西ヶ原橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は補修手続きが必要である。",162,主桁下面にうき、鉄筋露出が見られる。かぶり不足および伝い水が原因と思われる。前回点検からの劣化進行は軽微であり、道路橋の機能に支障は生じていないため「経過観察することが望ましい」状態である。,95,0.7171965
09-1-004-01_上市橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\09-1-004-01_上市橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は補修手続きが必要である。",162,主桁全面に横断方向のひび割れ、床版に浮き、鉄筋露出が多数みられる。経年劣化によるものと思われる、補修対策を行うことが望ましい。,63,0.7158805
19-3-426-03_乱橋_PIC019,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-426-03_乱橋_PIC019.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査及び補修が必要である。",166,主桁に鉄筋露出が見られる。主桁に空隙が見られる。横桁に鉄筋露出が見られる。横桁に空隙が見られる。床版空隙が見られる。,58,0.59206235
19-2-424-02_嫁叶橋_PIC042,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-424-02_嫁叶橋_PIC042.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。局所的であるため経過観察とする。必要に応じて断面修復等の補修が必要である。また、伸縮装置部（後打ち部）からの伝い水等も原因の一つと推定される。前回点検時の被り不足及びうきが影響していると推定される。前回点検以来の進展が無いため、「経過観察」とする。",227,床版部の鉄筋露出、腐食が見られる。,17,0.6342197
15-1-006-01_江良橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\15-1-006-01_江良橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、経過観察を行い、次回点検時に状況の確認を行う。床版には損傷は見られず、経過観察を行う。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1/2年後点検予定：Ⅱ、Ⅰ",213,主桁にひび割れが多数みられる。間詰めからの遊離石灰がみられる。いずれも補修対策を行うのが望ましい。,49,0.74521095
