image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
19-2-436-02_滝の下橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-436-02_滝の下橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N1. 主桁のひびわれ及びうきは、コンクリートの低品質、経年劣化に起因するものと推定される。2次的ひびわれは、ASRによるものかもしれない。道路橋の機能に支障は生じていないが、「状況に応じて監視や対策を行うことが望ましい」状態である。",303,舗装にひびわれが複数見られる。防護柵に腐食、変形、コーナービームの未設置が見られる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,108,0.6694987
01-3-032-01_小高野橋_PIC095,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-032-01_小高野橋_PIC095.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質、2. 横桁の鉄筋露出は、被り不足及び中性化が原因と考えられる。前回点検からうきに若干進展が見られる。経過観察を行い、状況により補修を行う。",287,舗装にひびわれ(W=5mm未満）、伸縮装置にゴムの破損・後打ちコンクリートのひびわれ（最大W=5.0mm)・うき、地覆に鉄筋露出・うき・ひびわれ（W=0.3mm)、防護柵に表面的な腐食、排水桝の目皿に塗装の劣化、排水パイプ取付金具に著しい腐食が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,154,0.6495656
07-1-003-02__PIC152,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-003-02__PIC152.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N1. 主桁のひびわれ及びうきは、コンクリートの低品質、経年劣化に起因するものと推定される。道路橋の機能に支障は生じていないが、「状況に応じて監視や対策を行うことが望ましい」状態である。",279,・主桁に鉄筋の腐食膨張によるものと推測されるうきおよび鉄筋のかぶり不足による鉄筋露出が見られる。また、広範囲に橋面からの浸透水によるものと推測され、かつ、補修不良によるものと推測される補修部のひびわれ、うきが見られる。・横桁に鉄筋の腐食膨張によるものと推測されるうきが見られる。・床版に鉄筋のかぶり不足による軽微な鉄筋露出が見られる。また、橋面からの浸透水によるものと推測されるひびわれからの遊離石灰が見られる。,206,0.8051466
08-1-004-01_吉野橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-004-01_吉野橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれはコンクリートの余分流水によるものと推定される。2. 構造物の位置や状況に応じて監視や対策を行うことが望ましい。",255,・橋台に鉄筋の腐食膨張によるものと推測されるうきが見られる。・橋脚に鉄筋のかぶり不足による減肉を伴う鉄筋露出、補修部のうきが見られる。・橋台に橋座面の土砂堆積、伸縮装置部からの漏水による漏水跡が見られる。,102,0.78830266
11-3-002-01_古土手橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\11-3-002-01_古土手橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,主桁にうき、添架物アンカーボルトの削孔跡に鉄筋露出、溝形鋼に必要面的な腐食が見られる。うきは、被り不足や中性化が原因と考えられる。前回点検からの進展は見られない。これらの損傷は、経過観察を行い、状況により補修を行う。,108,0.7903472
01-2-005-01_竹の丸上橋_PIC025,data\image_text_inspect_n10789\rank_c_images_n10789\01-2-005-01_竹の丸上橋_PIC025.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれはコンクリートの余分流出やASRが原因と考えられる。2. 構造物周りでの土砂詰まり等による伝え水や内部被り不足が原因と考えられる。3. 漏水跡及び錆汁は経年劣化による鉄筋露出が原因と考えられる。4. 橋面からの浸透水による洗出しは異常ではない。5. 地覆からの伝達パイプに��",333,舗装に欠損・段差（最大W=35mm)、伸縮装置にゴムの変形・後打ちコンクリートのひびわれ・欠損、地覆に鉄筋露出、防護柵に塗装の劣化・表面的な腐食・変形、排水桝に著しい土砂詰りが見られる。舗装の段差、排水桝の土砂詰りは、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,151,0.6563648
16-3-553-04_中津江橋_PIC011,data\image_text_inspect_n10789\rank_c_images_n10789\16-3-553-04_中津江橋_PIC011.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、横桁に一方向ひびわれ(W=0.15mm)が見られる。前回点検から主桁の鉄筋露出に進展が見られるため、経過観察を行い、状況により補修を行う。早期に損傷に発生し、部材耐荷力が低下し、道路橋の機能に支障が生じる可能性があるため、健全度評価「Ⅲ」とする。前回点検：Ⅰ、今回点検：Ⅲ",209,支承のゴム材が露出し変形している。　　　　　　　　　　　必要に応じて支承の取替えが必要である。,47,0.5119797
17-2-002-01_川口橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\17-2-002-01_川口橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N1. 主桁のひびわれ及びうきは、コンクリートの低品質、経年劣化に起因するものと推定される。2次的ひびわれは、ASRによるものかもしれない。道路橋の機能に支障は生じていないが、「状況に応じて監視や対策を行うことが望ましい」状態である。",303,橋台竪壁に鉛直方向ひびわれ(W=2.0mm)、斜め方向ひびわれ(W=0.3mm)、うき、剥離、コンクリートの表面劣化が見られる。ひびわれは、施工初期の乾燥収縮や温度、うき・剥離は、被り不足や中性化が原因と考えられる。これらの損傷に、前回点検からの進展は見られないため、次回点検時に状況の確認を行う。,149,0.77754664
02-3-014-02_田中橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-014-02_田中橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ（最大W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。ひびわれは、一方向であり、錆汁は見られないため、その他の損傷と共に経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",149,伸縮装置部の舗装の段差がやや大きい。　　　　　　　　歩行者の通行に支障があるため補修が必要である,48,0.543017
18-1-123-01_遠内・和田線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-1-123-01_遠内・和田線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの耐久性に影響するため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",283,主桁に鉄筋露出・うき、床版に鉄筋露出が見られる。鉄筋の被り不足及び中性化、コンクリートの充填不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。,96,0.7419058
4185_新田橋_PIC044,data\image_text_inspect_n10789\rank_c_images_n10789\4185_新田橋_PIC044.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ（最大W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。ひびわれは、一方向であり、錆汁等は見られないため、その他の損傷と共に経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",150,舗装にポットホールと路面の凹凸が認められる。防護柵のボルトナットに腐食が認められる。排水管に腐食が認められる。経過観察を行い状況に応じた対応が望まれる。,76,0.6707162
18-3-035-01_森長西経納線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-035-01_森長西経納線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。ひびわれに進行はないが、鉄筋露出に進展が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。道路橋の機能に支障は生じておらず、次回点検時に状況の確認を行う。",250,主桁に鉄筋露出、うき、床版、横桁に鉄筋露出が見られる。前回点検で確認された損傷箇所での進行は見られないが、新たな鉄筋露出、うきが確認された。地覆からの伝い水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,168,0.8107723
02-2-003-01_鯖地橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\02-2-003-01_鯖地橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、横桁に一方向ひびわれ(W=0.15mm)が見られる。前回点検では、主桁の鉄筋露出は確認されており、「進行」と記述した。今回の損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ考えられる原因とする要素から、「必要に応じて補修を行うことが望ましい」状態である。",222,舗装のひび割れが部分的に発生している。　　　　　経年劣化によるポットホールが複数見られる。　　　　　雨水の浸透により、主桁を損傷する恐れがあるため舗装の打替えが必要である。,86,0.54559165
10-3-001-01_宮の本橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\10-3-001-01_宮の本橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じたと思われる。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質、2. 横桁の鉄筋露出は、被り不足及び中性化が原因と考えられる。前回点検から進展は見られない。道路橋の機能に支障は生じていないため、次回点検時に状況の確認を行うだけで良い。",304,伸縮装置に目地板の変形、地覆に鉄筋露出が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,59,0.745335
10000_釣山梶畑線８号橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\10000_釣山梶畑線８号橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものである。前回点検から局所的な進展が見られるため、今後進行が著しく速くなった場合に対する対策を行うことが望ましい。その他の損傷は、経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じておらず、次回点検時に状況の確認を行う。",227,主桁、張出床版に鉄筋露出がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,46,0.56629986
03-2-005-01_神田橋_PIC093,data\image_text_inspect_n10789\rank_c_images_n10789\03-2-005-01_神田橋_PIC093.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質、2. 横桁の鉄筋露出は、被り不足及び中性化が原因と考えられる。前回点検からうきに若干進展が見られる。経過観察を行い、状況により補修を行う。",287,支承に著しい腐食による膨張・層状剥離、ナットに断面欠損が見られる。アンカーボルトに欠損は見られないため、経過観察を行い、状況により補修を行う。,71,0.66727424
19-3-113-01_瀬戸橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-113-01_瀬戸橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、横桁に鉄筋露出が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時からA1橋台側の主桁上部の鉄筋露出に進展が見られる。鉄筋露出は、被り不足や中性化が原因と考えられる。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。",221,橋台にひびわれ、剥離、伸縮装置からの漏水跡が見られた。経過を観察する必要がある。,40,0.7539195
4274_平安橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\4274_平安橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものであった。今回の点検から、進展はみられない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質、2. 横桁の鉄筋露出は、被り不足及び中性化が原因と考えられる。前回点検からうきに若干進展が見られる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状�",332,主桁側面にひびわれやうきや鉄筋露出が認められる。ヒンジ部主桁に変形･欠損が認められる。横桁に鉄筋露出や遊離石灰(錆汁なし）の析出が認められる。構造に支障が生じる可能性があるため早期措置を対応することが望ましい。,105,0.7428777
17-3-005-01_中の坪橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\17-3-005-01_中の坪橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から、進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。",174,・主桁に板厚減少を伴う腐食が部分的に見られ、広範囲で軽微な腐食が見られる。・横桁に軽微な腐食が見られる。主桁添接部にF11Tボルトが使用されている。本点検時には異常はみらえなかったが、遅れ破壊によりボルトの破断が懸念される為、注意が必要である。,122,0.665653
02-3-014-02_田中橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-014-02_田中橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質やASRが原因と考えられる。2. 前回点検からの劣化進行は見られない。3. 道路橋の機能に支障は生じていない。4. 前回点検からの劣化進行は見られない。5. 道路橋の機能に支障は生じていない。6. 前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ",330,主桁のひび割れ、鉄筋露出が部分的に発生している。　　　　　　　　　　　　　　　　必要に応じて補修する必要がある。,56,0.76222336
01-3-012-01_仁保市橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-012-01_仁保市橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,舗装に欠損・ひびわれ（W=5mm未満）、伸縮装置にゴムの剥離・変形・後打ちコンクリートの欠損、地覆にひびわれ(W=0.2mm)・鉄筋露出、防護柵に変形・表面的な腐食、排水桝に著しい土砂詰りが見られる。排水桝の土砂詰りは、維持工事等で撤去が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,152,0.651184
09-3-005-01_潟上橋_PIC044,data\image_text_inspect_n10789\rank_c_images_n10789\09-3-005-01_潟上橋_PIC044.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの機能低下に影響する可能性があるため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",290,支承の腐食による膨張が見られる。アンカーボルトに断面欠損は見られない為、経過観察とする。,44,0.5351238
